,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[34.57232346],False,0.0,0.0,0.5682043968802671,[40.11848687 11.49986169],[39.17431246  6.49162493],[41.06996997 22.03214837],"[array([[11.72857101, 40.27328055, 12.30416384]]), 0.03408865434203712]","[0, 0.000865383565314769]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.94912257e-01 4.02741552e+01 2.59195263e+01 1.27951766e+02
 1.00000000e-04]",20,8,Newsvendor_BICO_RESULTS
1,[41.92345834],False,0.0,0.0,0.5971362911107918,[40.07652743 11.3389209 ],[39.11591292  6.03478624],[41.1977234  20.10745737],"[array([[51.22474053, 38.84993151, 15.1052638 ]]), 0.01224737741616011]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.45918237e-01 3.37797348e+01 2.67027087e+01 8.66964843e+01
 1.00646997e-04]",20,8,Newsvendor_BICO_RESULTS
2,[39.9939003],False,0.0,0.0,0.6193919943598579,[40.21183786 11.46466732],[38.91376296  6.2658405 ],[41.38859486 19.66856447],"[array([[67.37408778, 35.31161521, 18.94095171]]), 0.00827656526805104]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.87027402e-01 3.69080597e+01 3.41708208e+01 1.89344520e+02
 2.15732064e-02]",20,8,Newsvendor_BICO_RESULTS
3,[35.80194534],True,0.0,0.0,0.5900300329595735,[40.06224287 11.22876415],[38.72700658  5.79385015],[41.38635148 17.66831114],"[array([[2.21749032e+01, 4.61611300e+01, 5.28784533e-03]]), 0.0010222619355960694]","[0, 0.0011921347198517185]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00786440e+00 4.02690457e+01 3.62204787e+01 1.57854516e+04
 6.30037715e-03]",20,8,Newsvendor_BICO_RESULTS
4,[35.86020281],False,0.0,0.0,0.5909759716565628,[40.14857233 10.37658107],[39.07703     6.32575917],[41.34179788 16.31564387],"[array([[2.22325726e+01, 4.62441532e+01, 3.07088419e-02]]), 0.0010532031962136035]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.00721934e+00 4.02580025e+01 3.62159668e+01 1.57854516e+04
 6.30204456e-03]",20,8,Newsvendor_BICO_RESULTS
5,[36.98037155],False,0.0,0.0,0.6070024454111992,[40.05135523 10.47130917],[39.10178826  6.4572373 ],[41.19491571 19.4289553 ],"[array([[55.35971578, 36.28622364, 19.21685363]]), 0.00043349803635106543]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.12734633e+00 4.19641510e+01 3.77797415e+01 1.57854516e+04
 6.45598132e-03]",20,8,Newsvendor_BICO_RESULTS
6,[36.78067766],False,0.0,0.0,0.6044837462335693,[40.31694277 10.39515254],[39.31432501  5.99718262],[41.39709879 18.90732208],"[array([[22.47755632, 42.13216299,  8.30514205]]), 0.00031376764686696923]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.22983346e+00 4.31876716e+01 3.81163897e+01 1.57854516e+04
 5.13288285e-03]",20,8,Newsvendor_BICO_RESULTS
7,[37.02433999],True,0.0,0.0,0.6075347394241497,[40.18898482 10.47814698],[38.7647625   6.23197292],[41.2258274  17.64622543],"[array([[1.06752572e-06, 4.07609635e+01, 1.98226230e+01]]), 0.00034365553346243916]","[0, 0.0006791317684541808]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.26039718e+00 4.36100403e+01 3.81783334e+01 1.57854515e+04
 4.46475415e-03]",20,8,Newsvendor_BICO_RESULTS
8,[37.09921953],False,0.0,0.0,0.6084222315583958,[40.27823337 10.00674425],[39.10942587  5.55666257],[41.24848167 16.49785996],"[array([[6.09088734e-07, 4.04026829e+01, 1.96743544e+01]]), 0.00016750133171855586]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.26012485e+00 4.36073701e+01 3.81751316e+01 1.57854515e+04
 4.46476250e-03]",20,8,Newsvendor_BICO_RESULTS
9,[37.27796869],True,0.0,0.0,0.6104404558942954,[40.2507389   9.87936096],[39.14585932  6.39371063],[41.30550029 15.44469556],"[array([[53.98719532, 40.54773204, 10.36807211]]), 8.53756722994925e-05]","[0, 0.00039951422662409087]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.05968261e+00 4.21888016e+01 3.62424183e+01 1.57854515e+04
 4.17002875e-03]",20,8,Newsvendor_BICO_RESULTS
