,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[33.08117998],False,0.0,0.0,0.5386750005677494,[39.6168132  15.54221957],[38.04967211  9.52663397],[41.07017767 23.73407615],"[array([[ 5.83626474, 36.63252239, 16.32214109]]), 0.002128861897807033]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.66501523e+00 6.47814945e+01 4.65537568e+01 1.30706138e+05
 7.90531173e-03]",20,0,Newsvendor_BICO_RESULTS
1,[35.15406254],False,0.0,0.0,0.5789336216530879,[39.67644056 16.30716946],[38.25288272  9.9790939 ],[41.26680341 26.3365848 ],"[array([[62.1317786 , 44.45083739, 32.93762786]]), 0.0005663829797777353]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.53417200e+00 6.11418933e+01 4.84626086e+01 1.30706138e+05
 8.15316949e-03]",20,0,Newsvendor_BICO_RESULTS
2,[34.72956629],False,0.0,0.0,0.5711673514340183,[39.63997745 17.52810703],[38.29179014 10.36282855],[41.21735479 30.325372  ],"[array([[13.52213498, 36.01544249, 20.23766619]]), 0.0002785432375486674]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.56964384e+00 6.17168406e+01 4.91108208e+01 1.30706138e+05
 7.70752617e-03]",20,0,Newsvendor_BICO_RESULTS
3,[34.83389092],True,0.0,0.0,0.5731065140614952,[39.50198172 16.88443795],[38.28874428 10.33571589],[40.93296918 26.86837631],"[array([[60.69196909, 41.67519762, 23.20685288]]), 0.00018293275132119646]","[0, 0.0005727857776439266]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.53434617e+00 6.12323087e+01 4.91834931e+01 1.30706138e+05
 7.13464672e-03]",20,0,Newsvendor_BICO_RESULTS
4,[35.01714481],False,0.0,0.0,0.5764657547244667,[39.68678546 15.6560402 ],[38.03313741  9.73593042],[41.20483324 23.19166224],"[array([[60.82976759, 41.84035298, 22.35308131]]), 0.0001979753831464759]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.53457829e+00 6.12324813e+01 4.91871343e+01 1.30706138e+05
 7.13493436e-03]",20,0,Newsvendor_BICO_RESULTS
5,[35.28716343],False,0.0,0.0,0.581295572195564,[39.82668387 15.63625501],[38.38758121  9.46778108],[41.16212651 23.34503669],"[array([[15.55058767, 37.68496351, 15.7479405 ]]), 0.00013014886156975658]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.52245061e+00 6.11948982e+01 4.86201093e+01 1.30706138e+05
 6.50039316e-03]",20,0,Newsvendor_BICO_RESULTS
6,[35.28485875],False,0.0,0.0,0.5812549977676663,[39.71859922 15.93149485],[38.50290505  8.62525534],[40.85005545 28.27251171],"[array([[59.86931673, 40.4905382 , 17.80925649]]), 0.00014500164374431357]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.50250589e+00 6.09837196e+01 4.83434531e+01 1.30706138e+05
 5.99697856e-03]",20,0,Newsvendor_BICO_RESULTS
7,[34.80579617],False,0.0,0.0,0.5725861500659574,[39.60975882 15.06446504],[38.01779499  9.79690368],[40.94525826 22.89559851],"[array([[15.69854125, 38.53391137, 16.61836572]]), 9.409633263318673e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.53638980e+00 6.14807149e+01 4.89634843e+01 1.30706138e+05
 5.91184074e-03]",20,0,Newsvendor_BICO_RESULTS
8,[34.9804096],True,0.0,0.0,0.5757973476715366,[39.71320884 16.40276465],[38.22376936  9.26696729],[41.22132671 28.57732616],"[array([[58.93109333, 39.41031539, 18.47421263]]), 5.8636182584170804e-05]","[0, 0.00043394306007364105]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.52154102e+00 6.12992053e+01 4.86202383e+01 2.28003430e+05
 5.49238285e-03]",20,0,Newsvendor_BICO_RESULTS
9,[35.16506754],True,0.0,0.0,0.5791303272472168,[39.90172246 15.59297581],[38.66572747  8.65728312],[40.98117741 25.24631864],"[array([[59.22023343, 39.76941416, 18.10149858]]), 7.229070789893655e-05]","[0, 0.0005155296477947807]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.52178578e+00 6.12991731e+01 4.86251509e+01 2.28003430e+05
 5.49269299e-03]",20,0,Newsvendor_BICO_RESULTS
10,[34.77686275],False,0.0,0.0,0.5720488147431496,[39.50496184 15.18297433],[38.34211299  8.80227331],[40.66795473 23.34086446],"[array([[59.10961394, 39.41897453, 18.06881647]]), 3.180764114291135e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.52206135e+00 6.12991291e+01 4.86298638e+01 2.28003430e+05
 5.49295347e-03]",20,0,Newsvendor_BICO_RESULTS
11,[35.27807174],True,0.0,0.0,0.5811354419794869,[39.75129928 15.07755397],[38.66336303  9.30486803],[41.00722234 24.62787101],"[array([[1.85468632e+01, 2.41123254e+01, 2.14074001e-05]]), 0.00010826763766719205]","[0, 0.0011289933434156373]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.49129256e+00 6.14188917e+01 4.71646427e+01 1.46312521e+02
 2.99515509e-03]",20,0,Newsvendor_BICO_RESULTS
12,[35.38155859],False,0.0,0.0,0.5829472503088392,[39.98206038 15.90646441],[38.42468912 10.16736464],[41.15547008 24.399174  ],"[array([[1.91206729e+01, 2.18343557e+01, 1.85997942e-04]]), 5.557522479449073e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.49129009e+00 6.14188724e+01 4.71646530e+01 1.46312180e+02
 2.99515337e-03]",20,0,Newsvendor_BICO_RESULTS
13,[34.33353651],False,0.0,0.0,0.5636481775467066,[39.8395927  15.41468378],[38.50858035  9.70353148],[41.17335068 23.07324205],"[array([[51.74460988, 33.42346847, 11.88081875]]), 2.112172251717004e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.88647936e+00 5.70760416e+01 4.67715085e+01 3.48989132e+01
 6.11161659e-04]",20,0,Newsvendor_BICO_RESULTS
14,[34.24024993],False,0.0,0.0,0.5618443423318767,[39.77066621 16.06241608],[38.54765836  9.41450813],[41.24465228 28.91763374],"[array([[2.98002517e-06, 3.85091851e+01, 1.47020198e+01]]), 0.00014802392364959838]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.82725274e+00 5.67015063e+01 4.62500644e+01 3.49886627e+01
 6.11713425e-04]",20,0,Newsvendor_BICO_RESULTS
