,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[28.93739938],False,0.0,0.0,0.45161378036136257,[40.57595244  7.22695799],[39.4245813   3.60046093],[41.51552943 12.15145046],"[array([[1.19680712e-07, 4.78761930e+01, 1.98346881e+01]]), 0.025916996880153087]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.26046164e+00 7.03904540e+01 5.40706667e+01 2.99317223e+04
 1.89654243e-02]",20,9,Newsvendor_BICO_RESULTS
1,[33.94740105],False,0.0,0.0,0.5560944600871442,[40.45552888  6.71047936],[39.56628153  3.59855652],[41.59420856 11.6694488 ],"[array([[12.52055322, 37.25276001, 22.8910473 ]]), 0.00169945960730028]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.89846215e+00 6.39762479e+01 5.36783215e+01 2.99317224e+04
 1.60354259e-02]",20,9,Newsvendor_BICO_RESULTS
2,[34.27043341],False,0.0,0.0,0.5624089199119543,[40.54547412  6.9220311 ],[39.66563645  3.65378266],[41.51882877 11.60109388],"[array([[59.93362183, 42.16858968,  4.66669393]]), 0.0007041322131545735]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.64454667e+00 6.18120431e+01 5.18825587e+01 2.99317224e+04
 1.16633746e-02]",20,9,Newsvendor_BICO_RESULTS
3,[35.86750585],False,0.0,0.0,0.5910781760478934,[40.41448314  6.67384468],[39.48815429  3.87469607],[41.22225207 11.08913341],"[array([[17.0092698 , 34.60425239,  0.60591643]]), 0.0006554832223641394]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.92213149e+00 5.17000222e+01 4.41040496e+01 2.99317224e+04
 4.95318612e-03]",20,9,Newsvendor_BICO_RESULTS
4,[36.46574735],True,0.0,0.0,0.6001784357239892,[40.40332955  6.77781182],[39.41208304  3.9813647 ],[41.36153893 12.69592643],"[array([[53.82489668, 44.3063112 , 13.63115187]]), 0.0004032376644935165]","[0, 0.0005356751003435329]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.74386463e+00 4.73408968e+01 4.25388152e+01 2.99317224e+04
 2.44056364e-03]",20,9,Newsvendor_BICO_RESULTS
5,[36.54110573],False,0.0,0.0,0.6012392641718897,[40.48590776  6.36068259],[39.48039863  3.84740231],[41.24253256 10.24242546],"[array([[53.90574313, 44.43067488, 13.44491122]]), 0.0003016656806115736]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.74386368e+00 4.73408425e+01 4.25388346e+01 2.99317224e+04
 2.44055281e-03]",20,9,Newsvendor_BICO_RESULTS
6,[37.95495997],False,0.0,0.0,0.6166702470319437,[40.48333448  6.39292661],[39.6449561   3.76865188],[41.25543321 11.25005456],"[array([[88.27642163, 41.05940445, 39.89508483]]), 0.0001254634719592973]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.66576745e+00 4.52295451e+01 4.00471448e+01 2.99317224e+04
 2.82690091e-03]",20,9,Newsvendor_BICO_RESULTS
7,[38.03201652],True,0.0,0.0,0.6172294260153215,[40.47781418  6.90542614],[39.57937764  4.02875723],[41.5239484  12.30777875],"[array([[19.17667154, 43.34999855, 13.79899429]]), 0.0001151777963793732]","[0, 0.0014564801815518018]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.62150131e+00 4.73105551e+01 3.88112189e+01 2.99317224e+04
 2.56238919e-03]",20,9,Newsvendor_BICO_RESULTS
8,[38.01468249],True,0.0,0.0,0.6171064596991447,[40.45886146  6.1656245 ],[39.59395892  3.82799843],[41.48807812 10.4292624 ],"[array([[18.97034072, 43.58204408, 13.30934097]]), 0.00031573187058203667]","[0, 0.000555895414088205]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.62155858e+00 4.73168198e+01 3.88075008e+01 2.99317224e+04
 2.56263995e-03]",20,9,Newsvendor_BICO_RESULTS
9,[38.08286539],False,0.0,0.0,0.6175806289065542,[40.53334684  6.31274947],[39.61858589  3.76221929],[41.39818965  9.89853955],"[array([[19.14308996, 43.47674316, 13.37603701]]), 0.00015589144494909668]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.62149985e+00 4.73105422e+01 3.88112062e+01 2.99317224e+04
 2.56238747e-03]",20,9,Newsvendor_BICO_RESULTS
