,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[47.97231849],False,0.0,0.0,0.432310462462104,[40.31077451 11.86709292],[39.02535234  6.26595185],[41.53261587 19.20093079],"[array([[86.04430523, 40.47319297, 11.64657988]]), 0.047403968269404295]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.47684582 1.38175859 0.80137527 0.42280894 0.01027451],20,11,Newsvendor_BICO_RESULTS
1,[47.97231849],False,0.0,0.0,0.432310462462104,[40.31490259 11.83211808],[39.27833938  7.21127943],[41.65175178 19.04062978],"[array([[65.18731871, 40.25660198,  8.02948253]]), 0.05533846075984859]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.3934417  1.38175859 0.80137527 0.42280894 0.00998741],20,11,Newsvendor_BICO_RESULTS
2,[47.97231849],False,0.0,0.0,0.432310462462104,[40.36172368 11.6171622 ],[39.28976791  6.77290409],[41.52171249 19.53687942],"[array([[51.98671905, 40.27032672,  9.35745165]]), 0.11293093383908256]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.15086423 0.24310778 0.92307628 0.98556166 0.13632129],20,11,Newsvendor_BICO_RESULTS
3,[51.98471175],False,0.0,0.0,0.3049529063650986,[40.31136367 11.96614566],[39.07250842  6.53025276],[41.4546374  20.50361103],"[array([[53.23343637, 40.34557172,  9.49701892]]), 0.10631689417764201]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.14737793 1.09140029 0.51506106 2.1643681  0.04865115],20,11,Newsvendor_BICO_RESULTS
4,[34.56991026],False,0.0,0.0,0.568163384064454,[40.3519252  12.90988109],[39.03658045  6.78250878],[41.45900237 22.14194461],"[array([[19.29389926, 41.25458737, 14.64484686]]), 0.0037508659802463207]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.65316706e+00 5.21206454e+01 7.17340994e+01 7.40021369e+02
 1.61796609e-04]",20,11,Newsvendor_BICO_RESULTS
5,[38.00089465],False,0.0,0.0,0.6170657635108586,[40.40259262 12.23938399],[39.167141    7.31985158],[41.69432132 20.17843054],"[array([[28.03019829, 39.67451791, 11.49066094]]), 6.82139751816413e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.65867763e+00 4.56463811e+01 9.04308375e+01 7.33869617e+02
 2.11362435e-04]",20,11,Newsvendor_BICO_RESULTS
6,[37.98702188],False,0.0,0.0,0.6169647281872574,[40.34464257 12.29498898],[38.99143525  6.64136758],[41.74596742 21.09962585],"[array([[27.41838384, 39.97070392, 13.27425026]]), 0.00018800019494336073]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.69757712e+00 4.64787075e+01 8.94431463e+01 7.08784142e+02
 1.50431274e-04]",20,11,Newsvendor_BICO_RESULTS
7,[38.07386124],False,0.0,0.0,0.617579641741851,[40.32763043 11.63797858],[39.17099713  6.81812849],[41.68738455 17.94478895],"[array([[99.52652833, 43.48067797, 16.088623  ]]), 2.7712141595248596e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[4.70809298e+00 4.65426543e+01 8.98522371e+01 6.90509475e+02
 1.23234969e-04]",20,11,Newsvendor_BICO_RESULTS
8,[37.93148315],False,0.0,0.0,0.6165496965768972,[40.45136032 12.46840686],[39.29323517  7.04006207],[41.66038269 19.56065296],"[array([[27.1646837 , 38.65537859, 11.84267818]]), 5.645973565782114e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.47341068e+00 3.94293526e+01 8.83563687e+01 7.76090329e+02
 2.35667987e-04]",20,11,Newsvendor_BICO_RESULTS
9,[38.1577687],False,0.0,0.0,0.6181339650125444,[40.52937472 11.4135192 ],[39.37588029  6.60766105],[41.71532153 17.84264974],"[array([[38.29150986, 39.60835772,  6.34595969]]), 4.768078130101827e-07]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.31774674e+00 3.75727386e+01 8.71952803e+01 5.23109747e+02
 1.00000000e-04]",20,11,Newsvendor_BICO_RESULTS
10,[37.88239098],False,0.0,0.0,0.6161689640174024,[40.43044582 12.33828176],[39.24815064  7.2627428 ],[41.61464564 21.01942965],"[array([[53.84706576, 35.71273747, 12.53773168]]), 8.079883322498205e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.27886310e+00 3.88992123e+01 8.31026884e+01 7.32982541e+05
 1.58331360e-03]",20,11,Newsvendor_BICO_RESULTS
11,[36.7505236],False,0.0,0.0,0.6041158110898042,[40.48028552 12.0117292 ],[39.15869508  6.85953115],[41.51415162 21.35848823],"[array([[16.30594925, 43.0149245 , 15.03049338]]), 6.408088516751675e-05]","[0, 5.8872252293951655e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.38308092e+00 5.12715849e+01 7.53652252e+01 7.32982541e+05
 4.13099929e-03]",20,11,Newsvendor_BICO_RESULTS
12,[37.10126511],True,0.0,0.0,0.608475763197989,[40.3933768  11.65307855],[39.39404894  6.60538863],[41.49722826 18.95266443],"[array([[54.55613999, 38.90824721, 12.10388692]]), 1.484492493064593e-05]","[0, 0.0003399540890079056]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.17187672e+00 4.04335312e+01 7.85093219e+01 7.32982541e+05
 2.73679504e-03]",20,11,Newsvendor_BICO_RESULTS
13,[37.12124052],False,0.0,0.0,0.6087083346171842,[40.44275548 11.45980989],[39.31639245  7.1953264 ],[41.67841775 18.97765613],"[array([[53.71630419, 38.87457306,  9.00449139]]), 7.009747461794724e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.17190594e+00 4.04335182e+01 7.85099032e+01 7.32982541e+05
 2.73678502e-03]",20,11,Newsvendor_BICO_RESULTS
14,[36.86273774],False,0.0,0.0,0.6055662129053009,[40.35694635 11.59619269],[39.46313111  6.85858778],[41.46118976 20.89157803],"[array([[22.09924923, 43.40907659,  9.14503764]]), 1.0862945482581488e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[3.07884761e+00 3.88475193e+01 7.75647889e+01 7.54676088e+05
 2.51346570e-03]",20,11,Newsvendor_BICO_RESULTS
15,[39.04346498],True,0.0,0.0,0.6214466978951404,[40.51473993 11.44139446],[39.40071895  6.78858042],[41.62704781 17.12063991],"[array([[1.67827747e-07, 3.98446366e+01, 1.26204171e+01]]), 3.4961575121061905e-05]","[0, 0.0012213560872981078]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.46165215e+00 2.04826651e+01 4.90567339e+01 1.21158796e+03
 1.00000000e-04]",20,11,Newsvendor_BICO_RESULTS
16,[38.90458223],False,0.0,0.0,0.6212465078461222,[40.30506358 11.28837387],[39.20939797  6.78519789],[41.30803101 17.62472428],"[array([[47.23000091, 39.92818244,  0.6278104 ]]), 0.00027292710206683335]","[0, 8.756874477953591e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.50543265e+00 2.10403551e+01 4.89368854e+01 1.25281838e+03
 1.71958858e-04]",20,11,Newsvendor_BICO_RESULTS
17,[38.66003811],True,0.0,0.0,0.6205990353202016,[40.42526918 11.54289326],[39.25740792  6.70028768],[41.47703661 20.15830249],"[array([[9.13773841e-10, 4.02482825e+01, 1.61107949e+01]]), 8.156697223316023e-05]","[0, 0.0001591479017799835]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.53317047e+00 2.15827863e+01 4.83637516e+01 5.40683620e+05
 2.56230101e-04]",20,11,Newsvendor_BICO_RESULTS
18,[38.56593593],True,0.0,0.0,0.6202515105784452,[40.15433432 11.48677028],[39.10861553  6.59768552],[41.30818263 18.50470062],"[array([[1.47666949e-08, 3.99006225e+01, 1.44875555e+01]]), 0.00010919745543747084]","[0, 0.0008134438372920716]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.53302981e+00 2.15825728e+01 4.83608306e+01 5.40683620e+05
 2.56225880e-04]",20,11,Newsvendor_BICO_RESULTS
19,[38.49763072],True,0.0,0.0,0.6199657115615729,[39.9574094  12.02085768],[38.66589677  7.00551871],[41.13387786 16.29841804],"[array([[3.64355616e-09, 3.96390302e+01, 1.55875111e+01]]), 0.00013375316884034483]","[0, 0.0006750516932395856]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.53302720e+00 2.15825710e+01 4.83607694e+01 5.40683620e+05
 2.56225843e-04]",20,11,Newsvendor_BICO_RESULTS
20,[38.46512683],True,0.0,0.0,0.6198198609473243,[39.86345669 12.30722696],[38.82991543  8.10757134],[40.97954232 20.40276356],"[array([[5.97011043e-08, 3.95148040e+01, 1.98608834e+01]]), 0.00014834226371818193]","[0, 0.0006494076687015815]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.53302716e+00 2.15825710e+01 4.83607681e+01 5.40683620e+05
 2.56225841e-04]",20,11,Newsvendor_BICO_RESULTS
21,[38.45398277],False,0.0,0.0,0.6197684126785769,[39.83073755 11.80284661],[38.59280895  7.16470125],[40.82968924 18.29572235],"[array([[1.26259698e-08, 3.94765300e+01, 2.06458537e+01]]), 0.00015422536987963475]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.53302716e+00 2.15825710e+01 4.83607681e+01 5.40683620e+05
 2.56225841e-04]",20,11,Newsvendor_BICO_RESULTS
22,[38.53379977],False,0.0,0.0,0.6201205422359375,[39.90822193 11.71833101],[38.99256727  7.58436234],[41.09947017 20.06292753],"[array([[30.86589826, 40.52452814,  8.89158763]]), 5.674261061017205e-11]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.57691584e+00 2.16136374e+01 5.17224717e+01 6.22753836e+05
 2.63049400e-04]",20,11,Newsvendor_BICO_RESULTS
23,[38.6361222],False,0.0,0.0,0.6205158104755426,[39.79214784 11.66642913],[38.90242408  7.91939945],[40.78185121 17.53154229],"[array([[46.75393953, 40.40348614,  9.79657499]]), 4.694312435749026e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.63789338e+00 2.20320248e+01 5.36069366e+01 6.22753836e+05
 3.33215849e-04]",20,11,Newsvendor_BICO_RESULTS
