,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[40.37714633],False,0.0,0.0,0.6169804746648483,[39.45027929 11.35462795],[38.17315943  6.83038805],[40.53492929 17.80196335],"[array([[57.20356535, 36.73301158,  5.10246461]]), 0.0014470360197097465]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.94211646e+00 4.18220537e+01 4.53629716e+01 1.75756907e+04
 2.93241781e-03]",20,3,Newsvendor_BICO_RESULTS
1,[35.74065653],False,0.0,0.0,0.5890442025673274,[39.34670495 11.39703234],[38.08513961  6.05530859],[40.49017835 18.06550101],"[array([[17.67431336, 43.3730735 , 14.21383877]]), 0.0008729780348755711]","[0, 0.00030862027520501265]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.19112821e+00 4.54915332e+01 5.08790839e+01 1.75756907e+04
 6.12794985e-03]",20,3,Newsvendor_BICO_RESULTS
2,[36.88659073],False,0.0,0.0,0.6058770100406559,[39.59459064 11.4421867 ],[38.41049581  6.98691831],[40.70607897 18.76663084],"[array([[56.7937727 , 36.31621423, 13.56581733]]), 0.00041270562823259027]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.12163606e+00 4.56251074e+01 5.02235652e+01 1.75756907e+04
 5.91573393e-03]",20,3,Newsvendor_BICO_RESULTS
3,[36.05869684],False,0.0,0.0,0.5941489975897163,[39.54512133 12.03956595],[38.08167125  6.79905504],[40.75359808 19.6715734 ],"[array([[18.07821533, 41.39354539, 15.0597895 ]]), 0.0003363089477023684]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.13022834e+00 4.59089521e+01 5.07359241e+01 1.75756907e+04
 5.88605596e-03]",20,3,Newsvendor_BICO_RESULTS
4,[36.35855505],True,0.0,0.0,0.5986771695496065,[39.48943834 10.83637239],[38.40467806  6.63143254],[40.71931681 17.17614932],"[array([[54.43340026, 36.35688824, 13.72836099]]), 0.00020934342724132637]","[0, 0.0004771339245791706]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.09239783e+00 4.56986288e+01 5.04275419e+01 5.56803428e+05
 5.46917410e-03]",20,3,Newsvendor_BICO_RESULTS
5,[36.30747189],False,0.0,0.0,0.5979267266273871,[39.44233428 11.71147153],[38.3528628   6.32837768],[40.46864053 20.34519284],"[array([[54.23488441, 36.16451451, 12.21195048]]), 0.0003305366393069331]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.09241336e+00 4.56987660e+01 5.04276148e+01 5.56803428e+05
 5.46916780e-03]",20,3,Newsvendor_BICO_RESULTS
6,[35.70870048],False,0.0,0.0,0.5885155635429088,[39.32289991 11.12376555],[37.82402573  7.05778902],[40.45664516 17.16284857],"[array([[18.00922822, 39.99027601, 13.24310893]]), 0.0003292964746359206]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.11573319e+00 4.58117874e+01 5.08332388e+01 5.56803428e+05
 5.28189523e-03]",20,3,Newsvendor_BICO_RESULTS
7,[35.9682054],False,0.0,0.0,0.5927265390705267,[39.4050225  10.68744913],[38.2112095   6.50615013],[40.18079428 16.61307795],"[array([[52.72748498, 36.68861021, 13.24398746]]), 8.168292011739853e-05]","[0, 3.089931575021021e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.09423310e+00 4.56089575e+01 5.06634820e+01 5.56803428e+05
 4.89937581e-03]",20,3,Newsvendor_BICO_RESULTS
8,[35.48566635],True,0.0,0.0,0.5847517409697286,[39.34861181 11.84694165],[38.01209134  7.26231885],[40.52548394 20.02139115],"[array([[17.89036131, 39.46190003, 15.24937636]]), 0.00010560791426883487]","[0, 0.0011427144340589624]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.13305315e+00 4.57812814e+01 5.11315103e+01 5.56803428e+05
 4.79201028e-03]",20,3,Newsvendor_BICO_RESULTS
9,[35.45288817],False,0.0,0.0,0.5841881362894745,[39.31956771 11.09312655],[38.35536256  6.6943739 ],[40.63609687 19.02395564],"[array([[18.2366988 , 39.11659753, 16.52557881]]), 6.957266576174126e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.13334321e+00 4.57866683e+01 5.11302966e+01 5.56803428e+05
 4.79225198e-03]",20,3,Newsvendor_BICO_RESULTS
10,[35.41317357],False,0.0,0.0,0.5835018685157307,[39.22772512 11.20281778],[38.02118135  6.44243814],[40.36905121 17.93761612],"[array([[50.78378998, 36.06325183, 15.42264799]]), 0.00010438986659544458]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.11864230e+00 4.55389815e+01 5.09925091e+01 3.94573295e+03
 4.44272001e-03]",20,3,Newsvendor_BICO_RESULTS
11,[35.37630317],True,0.0,0.0,0.5828614551387278,[39.18035297 10.93168701],[38.04839642  6.55163592],[40.32676644 18.46969107],"[array([[17.9981203 , 38.66455105, 16.34880894]]), 0.00014318646271377355]","[0, 0.0008365590686574365]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.11775268e+00 4.54206966e+01 5.09927105e+01 3.94573283e+03
 4.15210298e-03]",20,3,Newsvendor_BICO_RESULTS
