,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[30.96347445],False,0.0,0.0,0.49449757862591665,[39.11338738  6.60017629],[38.14100762  3.98817032],[40.09253152 10.58561623],"[array([[6.73050594e-09, 3.62228299e+01, 1.34909903e+01]]), 0.02335285939416276]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[2.05846742e+00 4.65047069e+01 5.23570844e+01 2.35424849e+05
 1.73913876e-03]",20,2,Newsvendor_BICO_RESULTS
1,[35.24598356],False,0.0,0.0,0.5805763510373484,[39.09309153  6.57777195],[38.07792923  3.95095409],[40.1124929  10.31741623],"[array([[17.1908391 , 38.14977391, 20.23928377]]), 0.00248041229157675]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.67984043e+00 4.15573130e+01 4.44506494e+01 2.35424849e+05
 2.03840612e-03]",20,2,Newsvendor_BICO_RESULTS
2,[36.18287058],True,0.0,0.0,0.5960590689882355,[39.1499191   5.70509177],[38.31157478  3.59139569],[40.0659885   8.65901641],"[array([[18.28292615, 37.60709083, 15.43836994]]), 0.00043674320376446696]","[0, 0.0016094058071294466]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.64059230e+00 4.21047792e+01 4.34735644e+01 2.35424849e+05
 1.80511765e-03]",20,2,Newsvendor_BICO_RESULTS
3,[36.21353413],False,0.0,0.0,0.5965232992409548,[39.17548652  5.83427444],[38.37626482  3.39847533],[39.89487859 10.28064524],"[array([[18.32640999, 37.60521671, 15.41887237]]), 0.0005043552415371355]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.64059889e+00 4.21048496e+01 4.34735707e+01 2.35424849e+05
 1.80511717e-03]",20,2,Newsvendor_BICO_RESULTS
4,[36.22117753],True,0.0,0.0,0.5966385367624718,[39.15721449  6.30844004],[38.35074164  3.69724394],[39.79155044 11.53250197],"[array([[18.62073014, 37.68823014, 16.25456776]]), 0.000124706885728465]","[0, 0.0005317461010119335]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.63121823e+00 4.18716677e+01 4.29036671e+01 4.01279066e+03
 1.43795622e-03]",20,2,Newsvendor_BICO_RESULTS
5,[36.35410496],True,0.0,0.0,0.5986113612129931,[39.27045728  5.76343611],[38.4001822   3.17529867],[40.03353148 10.12614181],"[array([[18.97845247, 37.6264881 , 16.00939597]]), 0.0001291832405369564]","[0, 0.00043974466407365685]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.63125567e+00 4.18717057e+01 4.29042713e+01 4.01279066e+03
 1.43798158e-03]",20,2,Newsvendor_BICO_RESULTS
6,[36.373233],False,0.0,0.0,0.598890294328803,[39.28669042  5.93132135],[38.57946703  3.71517812],[40.03225097  8.27287503],"[array([[18.81860861, 37.7471049 , 15.98684665]]), 0.00016942204093745028]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.63125576e+00 4.18717076e+01 4.29042709e+01 4.01279066e+03
 1.43798172e-03]",20,2,Newsvendor_BICO_RESULTS
7,[36.47227384],False,0.0,0.0,0.6003139408218046,[39.37771536  6.14225334],[38.41260917  3.62585481],[40.20500165  9.73273762],"[array([[5.25594536e+01, 4.17205335e+01, 5.14174136e-07]]), 8.27947727222722e-05]","[0, 2.0145504036761518e-05]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.63524719e+00 4.16591900e+01 4.24177174e+01 4.01278987e+03
 1.16285985e-03]",20,2,Newsvendor_BICO_RESULTS
8,[36.67761907],False,0.0,0.0,0.6031513608166283,[39.37303916  5.88572278],[38.49366239  3.65435885],[40.11619794  8.90307985],"[array([[21.12434361, 38.08988506,  4.43638216]]), 2.3645737193267458e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.59427991e+00 4.10489030e+01 4.21217764e+01 2.48365552e+05
 1.02622570e-03]",20,2,Newsvendor_BICO_RESULTS
9,[36.48600479],False,0.0,0.0,0.600508512837671,[39.30815998  5.97758747],[38.46523686  3.46416143],[39.95545981  9.35326875],"[array([[52.15088777, 41.1661308 ,  0.7816233 ]]), 2.423194669298745e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.59272675e+00 4.09561687e+01 4.16184430e+01 3.54401867e+05
 8.83382911e-04]",20,2,Newsvendor_BICO_RESULTS
10,[36.62254443],False,0.0,0.0,0.6024057983055858,[39.36720246  5.94448168],[38.54651736  3.53999627],[40.1214302   9.06939745],"[array([[83.33077907, 50.57229334, 17.83731755]]), 2.394813916556382e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.58415775e+00 4.06086849e+01 4.13748510e+01 4.38683746e+05
 7.65688946e-04]",20,2,Newsvendor_BICO_RESULTS
11,[37.3808892],False,0.0,0.0,0.6115705535690794,[39.38529063  5.98677056],[38.36950239  3.18937221],[40.1937477   9.25193112],"[array([[25.8714621 , 37.35847676, 10.16614649]]), 2.768745826586816e-05]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.51065361e+00 3.66491010e+01 4.50093275e+01 4.38683746e+05
 8.76912970e-04]",20,2,Newsvendor_BICO_RESULTS
12,[36.70715048],True,0.0,0.0,0.6035463289578292,[39.33715897  5.84327959],[38.42969145  3.66080658],[40.018284  9.291096],"[array([[51.95945352, 39.82821509,  7.34522341]]), 1.6576094368114802e-05]","[0, 0.0003885560157603107]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.33184774e+00 3.80226954e+01 4.11049483e+01 5.14412972e+05
 1.15794377e-03]",20,2,Newsvendor_BICO_RESULTS
13,[37.05953455],True,0.0,0.0,0.6079882836210909,[39.66010851  8.31936991],[38.59678132  4.76083876],[40.62890654 13.15324532],"[array([[53.03664234, 40.88705557,  8.9234218 ]]), 5.299235284472736e-06]","[0, 0.0007515637204896625]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.33193361e+00 3.80254791e+01 4.11037219e+01 8.54654963e+05
 1.15800054e-03]",20,2,Newsvendor_BICO_RESULTS
14,[37.27679318],False,0.0,0.0,0.6104617943708737,[39.85884638  7.83251291],[38.98053502  4.8347029 ],[40.71611402 11.9140471 ],"[array([[53.27830058, 41.36356523, 10.62174766]]), 8.692090566586597e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.33206299e+00 3.80241147e+01 4.11075151e+01 8.54654963e+05
 1.15800971e-03]",20,2,Newsvendor_BICO_RESULTS
15,[37.18761356],False,0.0,0.0,0.6094721089194166,[39.78688145  7.98413472],[38.79676799  4.73023917],[40.68173907 13.65139443],"[array([[37.35863524, 40.91100545,  6.69069436]]), 5.141788217699617e-06]","[0, 0]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.32911729e+00 3.77730152e+01 4.09624660e+01 8.54654963e+05
 1.03808520e-03]",20,2,Newsvendor_BICO_RESULTS
16,[37.18961992],True,0.0,0.0,0.6094947730415269,[39.85700889  7.33817443],[39.20297228  4.67483865],[40.55477919 11.8306345 ],"[array([[21.55913109, 41.71109639, 11.48125231]]), 2.114526190932775e-05]","[0, 0.00020882273740130408]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.22587802e+00 3.94149508e+01 3.84609382e+01 8.54654963e+05
 2.39254972e-03]",20,2,Newsvendor_BICO_RESULTS
